"Year","Province_Code","Kabupaten_Code","Link_No","ChainageFrom","ChainageTo","DRP_From","Offset_From","DRP_To","Offset_To","Roughness","Bleeding_area","Ravelling_area","Desintegration_area","CrackDep_area","Patching_area","OthCrack_area","Pothole_area","Rutting_area","EdgeDamage_area","Crossfall_area","Depressions_area","Erosion_area","Waviness_area","GravelThickness_area","Concrete_Cracking_area","Concrete_Spalling_area","Concrete_StructuralCracking_area","Concrete_CornerBreakNo","Concrete_PumpingNo","Concrete_Blowouts_area","Crack_Width","Pothole_Count","Rutting_Depth","Shoulder_L","Shoulder_R","Drain_L","Drain_R","Slope_L","Slope_R","FootPath_L","FootPath_R","Sign_L","Sign_R","GuidePost_L","GuidePost_R","Barrier_L","Barrier_R","RoadMarking_L","RoadMarking_R","IRI","RCI","AnalysisBaseYear","SegmentTTI","SurveyBy","Paved","Pavement","CheckData","Composition","CrackType","PotholeSize","ShouldCond_L","ShouldCond_R","CrossfallShape","GravelSize","GravelThickness","Distribution","EdgeDamage_area_R","SurveyBy2","SurveyDate","SectionStatus"
2023,"35","09","350900000052",0,100,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",100,200,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",200,300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","5","5","2","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",300,400,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",400,500,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",1.00,"1","5","5","2","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,2.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",500,600,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",600,700,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",700,800,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",800,900,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","3","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",900,1000,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","3","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1000,1100,0,0,0,0,0,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",10.00,"1","3","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,2.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1100,1200,0,0,0,0,0,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",10.00,"1","3","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,2.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1200,1300,0,0,0,0,0,0.00,0.00,140.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",10.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,2.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1300,1400,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1400,1500,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1500,1600,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1600,1700,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,8.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1700,1800,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1800,1900,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",1900,2000,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2000,2100,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",2.00,"1","3","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,2.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2100,2200,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","3","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2200,2300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2300,2400,0,0,0,0,0,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2400,2500,0,0,0,0,0,0.00,30.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2500,2600,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"2",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2600,2700,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2700,2800,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2800,2900,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","4","5","2","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",2900,3000,0,0,0,0,0,0.00,0.00,0.00,0.00,100.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","5","5","2","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3000,3100,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3100,3200,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3200,3300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3300,3400,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3400,3500,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3500,3600,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3600,3700,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3700,3800,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3800,3900,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",3900,4000,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",4000,4100,0,0,0,0,0,0.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",10.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,2.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",4100,4200,0,0,0,0,0,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",4200,4300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",4300,4400,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"3",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,2.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",4400,4500,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000052",4500,4550,0,0,0,0,0,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","4","5","2","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"pena p",1,"Asphalt",0,1.00,1.00,1.00,"2","",,,,,0.00,"pena l",12/4/2023 13:46:43,0.00
2023,"35","09","350900000056",0,100,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,0.00,0.00,0.00,,,,"5","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Concrete",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",100,200,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,225.00,0.00,0.00,0.00,,,,"5","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Concrete",0,,,,"3","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",200,300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",0.00,"1","5","4","3","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Asphalt",0,2.00,1.00,1.00,"3","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",300,400,0,0,0,0,0,0.00,135.00,0.00,0.00,0.00,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",10.00,"1","5","4","3","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Asphalt",0,1.00,1.00,2.00,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",400,500,0,0,0,0,0,0.00,135.00,0.00,0.00,0.00,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,"1",10.00,"1","5","4","3","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Asphalt",0,1.00,1.00,2.00,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",500,600,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,"5","4","3","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Block",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",600,700,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,"5","4","3","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Block",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",700,800,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,"5","4","3","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Block",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",800,900,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,"4","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Block",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",900,1000,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,"4","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Block",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",1000,1100,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,"4","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Block",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",1100,1200,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,"4","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Block",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",1200,1300,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,"4","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Block",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",1300,1400,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,0.00,0.00,0.00,,,,"5","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Concrete",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",1400,1500,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,0.00,0.00,0.00,,,,"5","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Concrete",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",1500,1600,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,0.00,0.00,0.00,,,,"5","4","1","1","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Concrete",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",1600,1700,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,"4","4","1","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Concrete",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
2023,"35","09","350900000056",1700,1800,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.00,0.00,0.00,0.00,,,,"4","4","1","2","2","2","3","3",0,0,0,0,0.00,0.00,0,0,,,0,,"PENA P",1,"Concrete",0,,,,"2","",,,,,0.00,"pena l",12/4/2023 9:11:37,0.00
